product_name,product_link-href,img-src,komposisi,komposisi_lain,kalori_total,lemak_total,protein,karbohidrat_total,gula,garam
Mintz Peppermint (103.5g),https://nyemil.com/mintz-peppermint-103-5g/,https://nyemil.com/wp-content/uploads/2023/12/Mintz-Peppermint-103.5g_fi.jpg,"Gula, Glukosa, Lemak Nabati, Pembentuk Gel (Gelatin Sapi), Pengental Nabati, Perisa Sintetik, Garam, Pewarna Alami (Titanium Dioksida CI 77891), Pengemulsi Nabati, Perisa Alami, Antioksidan (di-alfa Tokoferol), Pewarna Sintetis (Biru Berlian FCF CI 42090).",,450 kkal,0 g,0 g,90 g,90 g,0 mg
Nyam Nyam Popstix Chocolate (48g),https://nyemil.com/nyam-nyam-popstix-chocolate-48g/,https://nyemil.com/wp-content/uploads/2023/12/Nyam-Nyam-Popstix-Chocolate-48g_fi.jpg,"Gula, Tepung Terigu, Minyak Nabati (Mengandung Antioksidan Askorbil Palmitat & Tokoferol), Maltodekstrin, Kakao Bubuk (6%), Whey Bubuk, Dekstrosa, Tepung Ketan, Garam, Pengemulsi Nabati, Perisa Sintetik, Pewarna Alami Karamel Kelas III, Sintetik (Kuning FCF CI. No. 15985, Biru Berlian FCF CI No. 42090)).","Alergen:Gluten, Susu, Kedelai. Mungkin mengandung Telur dan Hazelnut.",240 kkal,10.5 g,3 g,33 g,18 g,120 mg
Delicyo Pomegranate Yogurt Drink (200ml),https://nyemil.com/delicyo-pomegranate-yogurt-drink-200ml/,https://nyemil.com/wp-content/uploads/2023/12/Delicyo-Pomegranate-Yogurt-Drink-200ml_fi.jpg,"Air, Yogurt (Susu Skim Bubuk, Susu Bubuk, Whey Bubuk, Penstabil Nabati (Pati), Premiks Vitamin, Kultur Bakteri Asam Laktat (Lactobacillus delbrueckii subsp. bulgaricus, Streptococcus termophilus)), Gula, Sirup Fruktosa, Biji Selasih (0,6%), Serat Pangan (Inulin), Penstabil Nabati, Konsentrat Delima (0,28%), Pengatur Keasaman (Asam Laktat), Perisa Sintetik, Pewarna Alami (Karmin Cl No. 75740), Pengawet (Kalium Sorbat), Pemanis Buatan (Sukralosa, Asesulfam-K).","Alergen:Susu Skim Bubuk, Susu Bubuk, Whey Bubuk",72 kkal,0.8 g,3.2 g,14.4 g,9.6 g,40 mg
Amani Sip Mixed Berry (120g),https://nyemil.com/amani-sip-mixed-berry-120g/,https://nyemil.com/wp-content/uploads/2023/12/Amani-Sip-Mixed-Berry-120g_fi.jpg,"Air, Gula Pasir, Susu Bubuk Full Cream, Penstabil Nabati, Susu Bubuk Skim, Sari Buah dari Konsentrat Blackberry (0.7%), Sari Buah dari Konsentrat Blueberry (0.7%), Sari Buah dari Konsentrat Raspberry (0.6%), Perisa Sintetik, Pengawet Kalium Sorbat, Kultur Streptococcus thermophilus dan Lactobacillus delbrueckii subsp bulgaricus, Pewarna Sintetik (Karmoisin Cl. 14720, Biru Berlian CI. 42090).","Alergen:Susu Bubuk Full Cream, Susu Bubuk Skim",120 kkal,2.4 g,2.4 g,21.6 g,14.4 g,18 mg
Ladang Lima Blackthins (65g),https://nyemil.com/ladang-lima-blackthins-65g/,https://nyemil.com/wp-content/uploads/2023/12/Ladang-Lima-Blackthins-65g_fi.jpg,"Tepung Mocaf Ladang Lima, Cokelat (28%), Gula Palem, Kacang Almond (7%), Minyak Kelapa, Kelapa Parut Kering, Biji Rami, Vanila.",Alergen:Kacang Almond,325 kkal,16.3 g,3.3 g,42.3 g,16.3 g,260 mg
Kis Mint Grape (100g),https://nyemil.com/kis-mint-grape-100g/,https://nyemil.com/wp-content/uploads/2023/12/Kis-Mint-Grape-100g_fi.jpg,"Gula, Glukosa, Perisa Sintetik, Konsentrat Anggur {0,41%), Pengatur Keasaman (Asam Sitrat), Ekstrak Daun Mint (0,05%), Pewarna Makanan Sintetik (Karmoisin CI. No. 14720, Biru Berlian FCF Cl. 42090).",,400 kkal,0 g,0 g,93.3 g,66.7 g,0 mg
Choki Choki Chococashew (45g),https://nyemil.com/choki-choki-chococashew-45g/,https://nyemil.com/wp-content/uploads/2023/12/Choki-Choki-Chococashew-45g_fi.jpg,"Gula, Minyak Nabati (mengandung Antioksidan BHA), Susu Bubuk (8,6%), Maltodekstrin, Kakao Bubuk (8%), Whey Bubuk, Kacang Mede (5%), Pengemulsi (Lesitin Kedelai), Garam, Perisa Sintetik.","Alergen:Susu Bubuk. Whey Bubuk, Kacang Mede.",225 kkal,13.5 g,4.5 g,27 g,22.5 g,45 mg
Twister Minis Choco (70g),https://nyemil.com/twister-minis-choco-70g/,https://nyemil.com/wp-content/uploads/2023/12/Twister-Minis-Choco-70g_fi.jpg,"Gula, Tepung Terigu, Minyak Nabati, Kakao Bubuk (7%), Susu Skim Bubuk, Whey Bubuk, Pengemulsi Nabati (Lesitin Kedelai), Garam, Perisa Sintetik.","Alergen:Tepung Terigu, Whey Bubuk, Susu Skim Bubuk. Menggunakan peralatan yang juga memproses Kacang-Kacangan, Kedelai dan Gandum.",326.7 kkal,14 g,4.7 g,51.3 g,30.3 g,175 mg
Twister Minis Black (70g),https://nyemil.com/twister-minis-black-70g/,https://nyemil.com/wp-content/uploads/2023/12/Twister-Minis-Black-70g_fi.jpg,"Gula, Tepung Terigu, Minyak Nabati, Padatan Susu 10% (Whey Bubuk, Susu Skim Bubuk), Kakao Bubuk, Maltodekstrin, Pengemulsi Nabati (Lesitin Kedelai), Garam, Perisa Sintetik.","Alergen:Tepung Terigu, Whey Bubuk, Susu Skim Bubuk. Menggunakan peralatan yang juga memproses Kacang-Kacangan, Kedelai dan Gandum.",326.7 kkal,11.7 g,4.7 g,51.3 g,30.3 g,268.3 mg
Greenfields Lychee Yogurt Drink (240ml),https://nyemil.com/greenfields-lychee-yogurt-drink-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Greenfields-Lychee-Yogurt-Drink-240ml_fi.jpg,"Susu Segar (51%), Air, Gula, Polidekstrosa, Campuran Pengemulsi dan Penstabil Nabati (E466, E471, E331 (iii), E440, E415), Pengatur Keasaman (Asam Sitrat), Perisa Sintetik Leci, Sari Buah Leci Rekonstitusi (0.1%), Pengawet Kalium Sorbat, Kultur Bakteri (Lactobacillus delbrueckii subsp. bulgaricus, Streptococcus thermophilus).",Alergen:Susu Segar,170 kkal,4.5 g,4 g,29 g,25 g,100 mg
Greenfields Strawberry Yogurt Drink (240ml),https://nyemil.com/greenfields-strawberry-yogurt-drink-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Greenfields-Strawberry-Yogurt-Drink-240ml_fi.jpg,"Susu Segar (51%), Air, Gula, Polidekstrosa, Campuran Pengemulsi dan Penstabil Nabati (E466, E471, E331 (iii), E440, E415), Pengaiur Keasaman (Asam Sitrat), Perisa Sintetik Stroberi, Sari Buah Stroberi Rekonstitusi (0.10%), Pengawet Kalium Sorbat, Pewarna Karmin CI. No. 75470, Kultur Bakteri (Lactobacillus delbrueckii subsp. bulgaricus, Streptococcus thermophilus).",Alergen:Susu Segar,170 kkal,4.5 g,4 g,29 g,25 g,100 mg
Greenfields Blueberry Yogurt Drink (240ml),https://nyemil.com/greenfields-blueberry-yogurt-drink-240ml/,https://nyemil.com/wp-content/uploads/2023/12/Greenfields-Blueberry-Yogurt-Drink-240ml_fi.jpg,"Susu Segar (51%), Gula, Polidekstrosa, Campuran Pengemulsi dan Penstabil Nabati (E466, E471, E331 (iii), E440, E415), Pengatur Keasaman (Asam Sitrat), Perisa Sintetik Bluberi, Sari Buah Bluberi Rekonstitusi (0,10%), Pewarna Alami Karmin Cl. No. 75470, Pengawet Kalium Sorbat, Kultur Bakteri (Lactobacillus delbrueckii subsp. bulgaricus, Streptococcus thermophilus).",Alergen:Susu Segar,170 kkal,4.5 g,4 g,29 g,25 g,95 mg
Beng-Beng Share It (95g),https://nyemil.com/beng-beng-share-it-95g/,https://nyemil.com/wp-content/uploads/2023/12/Beng-Beng-Share-It_fi.jpg,"Glukosa, Gula, Tepung Terigu, Lemak Nabati (mengandung Antioksidan BHA), Sereal (10,6%), Susu Bubuk (9,9%), Kakao Massa (6,8%), Maltodekstrin, Lemak Kakao (4%), Lemak Susu, Pemanis Alami Sorbitol, Pengemulsi (Lesitin Kedelai), Pengembang, Krimer Nabati, Garam, Telur Bubuk, Perisa Sintetik.","Alergen:Tepung Terigu, Susu Bubuk, Lemak Susu, Telur Bubuk.",450 kkal,25 g,10 g,60 g,30 g,200 mg
