scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-6485,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-keju-panggang/1-porsi,Roma,Malkist Keju Panggang,1 porsi (20 g),100_kkal,"4,00g","2,500g",0,0,"2,00g",0,0,"2,00g",170mg,0,0,0
1715569705-6486,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/bonita-pandan/1-porsi,Roma,Bonita Pandan,1 porsi (40 g),170_kkal,"9,00g","4,500g",0,0,"3,00g",0,"1,0g","8,00g",190mg,0,0,0
1715569705-6487,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/biskuit-kelapa/5-keping,Roma,Biskuit Kelapa,5 keping (27 g),130_kkal,"5,00g","2,000g","0,000g",0,"2,00g",0,"0,0g","6,00g",90mg,0mg,0,0
1715569705-6488,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-crackers-(2)/2-crackers,Roma,Malkist Crackers (2),2 crackers (18 g),80_kkal,"3,00g",0,0,0,"2,00g",0,0,"2,00g",100mg,0,0,0
1715569705-6489,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-coklat/2-crackers,Roma,Malkist Coklat,2 keping (21 g),90_kkal,"5,00g","3,500g",0,0,"2,00g",0,0,"5,00g",100mg,0,0,0
1715569705-6490,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-rasa-abon/3-crackers,Roma,Malkist Rasa Abon,3 crackers (27 g),120_kkal,"4,00g","3,500g",0,0,"2,00g",0,0,"3,00g",105mg,0,0,0
1715569705-6491,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-abon/2-crackers,Roma,Malkist Abon,1 cracker (18 g),80_kkal,"2,50g","2,500g",0,0,"1,00g",0,0,"2,00g",70mg,0,0,0
1715569705-6492,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/apetito-bbq/1-porsi,Roma,Apetito BBQ,"1 porsi (18,5 g)",80_kkal,"3,00g","1,000g",0,0,"2,00g",0,0,"1,00g",135mg,0,0,0
1715569705-6493,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/roma-biskuit-kelapa/1-porsi,Roma,Roma Biskuit Kelapa,1 keping (23 g),110_kkal,"4,50g","2,000g",0,0,"2,00g",0,0,"5,00g",80mg,86mg,0,0
1715569705-6494,https://www.fatsecret.co.id/kalori-gizi/search?q=Orchid Butter,https://www.fatsecret.co.id/kalori-gizi/roma/sandwich-peanut-butter/3-sandwich,Roma,Sandwich Peanut Butter,7 sandwich (27 g),140_kkal,"7,00g","2,000g",0,0,"2,00g",0,0,"6,00g",70mg,0,0,0
1715569705-6495,https://www.fatsecret.co.id/kalori-gizi/search?q=Choco Fit,https://www.fatsecret.co.id/kalori-gizi/roma/wafer-choco-blast/1-bungkus,Roma,Wafer Choco Blast,1 keping (21 g),110_kkal,"6,00g","3,000g",0,0,"1,00g",0,0,"4,00g",45mg,0,0,0
1715569705-6496,https://www.fatsecret.co.id/kalori-gizi/search?q=Choco Fit,https://www.fatsecret.co.id/kalori-gizi/roma/wafello-choco-blast/4-keping,Roma,Wafello Choco Blast,4 keping (21 g),110_kkal,"6,00g","3,000g",0,0,"1,00g",0,"1,0g","4,00g",45mg,0,0,0
1715569705-6497,https://www.fatsecret.co.id/kalori-gizi/search?q=Choco Fit,https://www.fatsecret.co.id/kalori-gizi/roma/wafello-choco-blast/6-keping,Roma,Wafello Choco Blast,4 keping (21 g),110_kkal,"6,00g","3,000g",0,0,"1,00g",0,"1,0g","4,00g",45mg,0,0,0
1715569705-6498,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-krim-tiramisu/2-keping,Roma,Malkist Krim Tiramisu,2 keping (21 g),110_kkal,"6,00g","3,500g","0,000g",0,"1,00g",0,0,"3,00g",95mg,0,0,0
1715569705-6499,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-korean-bbq/2-keping,Roma,Malkist Korean BBQ,2 keping (21 g),100_kkal,"3,50g","1,500g",0,0,"2,00g",0,0,"2,00g",170mg,0,0,0
1715569705-6500,https://www.fatsecret.co.id/kalori-gizi/search?q=Orchid Butter,https://www.fatsecret.co.id/kalori-gizi/roma/wafello-butter-caramel/6-keping,Roma,Wafello Butter Caramel,6 keping (28 g),140_kkal,"6,00g","3,500g",0,0,"1,00g",0,0,"7,00g",70mg,0,0,0
1715569705-6501,https://www.fatsecret.co.id/kalori-gizi/search?q=Gold Roast,https://www.fatsecret.co.id/kalori-gizi/roma/marie-gold-chocolate/3-pieces,Roma,Marie Gold Chocolate,3 pieces (20 g),90_kkal,"3,50g","2,500g",0,0,"2,00g",0,0,"5,00g",70mg,0,0,0
1715569705-6502,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/sari-gandum-sandwich-peanut-butter-(4)/4-keping,Roma,Sari Gandum Sandwich Peanut Butter (4),4 keping (39 g),200_kkal,"11,00g",0,0,0,"5,00g",0,0,"8,00g",130mg,0,0,0
1715569705-6503,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-cappuccino/1-porsi,Roma,Malkist Cappuccino,2 keping (23 g),110_kkal,"5,00g","3,500g",0,0,"1,00g",0,"0,0g","4,00g",105mg,0mg,0,0
1715569705-6504,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/cream-crackers/3-crackers,Roma,Cream Crackers,3 crackers (27 g),130_kkal,"4,50g","3,000g",0,0,"2,00g",0,0,"2,00g",160mg,0,0,0
1715569705-6505,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/marie-gold/3-keping,Roma,Marie Gold,3 keping (20 g),90_kkal,"3,00g","2,500g","2,000g",0,"1,00g",0,0,"4,00g",60mg,0,0,0
1715569705-6506,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/superstar-wafer/1-wafer,Roma,Superstar Wafer,1 wafer (28 g),150_kkal,"8,00g","5,000g",0,0,"2,00g",0,"200,0g","10,00g",75mg,13mg,0,0
1715569705-6507,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/roma-malkist-sweet-crackers/1-bungkus,Roma,Roma Malkist Sweet Crackers,1 bungkus (14 g),60_kkal,"2,50g","1,000g",0,0,"1,00g",0,0,"2,00g",75mg,0,0,0
1715569705-6508,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/bonita-bolu-telur-lembut-rasa-keju-susu/1-porsi,Roma,Bonita Bolu Telur Lembut Rasa Keju Susu,1 porsi (40 g),130_kkal,"4,00g","2,000g",0,0,"3,00g",0,"1,0g","6,00g",240mg,0,0,0
1715569705-6509,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/kelapa-cream-cokelat/4-keping,Roma,Kelapa Cream Cokelat,4 keping (40 g),200_kkal,"9,00g","6,000g",0,0,"3,00g",0,0,"11,00g",95mg,0,0,0
1715569705-6510,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/marie-susu/4-keping,Roma,Marie Susu,2 keping (21 g),90_kkal,"2,50g","2,000g",0,0,"2,00g",0,0,"5,00g",90mg,0,0,0
1715569705-6511,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/slai-olai-(1)/1-biskuit,Roma,Slai O'lai (1),1 biskuit (8 g),35_kkal,"1,00g","1,000g","0,000g",0,"0,50g",0,0,"2,50g",21mg,0,0,0
1715569705-6512,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/kelapa-cream-vanilla/4-sandwich,Roma,Kelapa Cream Vanilla,4 sandwiches (40 g),200_kkal,"9,00g","7,000g",0,0,"2,00g",0,0,"11,00g",190mg,0,0,0
1715569705-6513,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-cokelat-kelapa/2-keping,Roma,Malkist Cokelat Kelapa,2 keping (19 g),100_kkal,"5,00g","3,500g",0,0,"2,00g",0,0,"3,00g",85mg,0,0,0
1715569705-6514,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/bonita-coklat/1-porsi,Roma,Bonita Coklat,1 porsi (40 g),160_kkal,"7,00g","3,500g",0,0,"3,00g",0,0,"8,00g",200mg,0,0,0
1715569705-6515,https://www.fatsecret.co.id/kalori-gizi/search?q=Choco Fit,https://www.fatsecret.co.id/kalori-gizi/roma/arden-tender-bite-cookies-choco-splendid/3-keping,Roma,Arden Tender Bite Cookies Choco Splendid,3 keping (30 g),160_kkal,"10,00g","7,000g",0,0,"2,00g",0,0,"7,00g",115mg,0,0,0
1715569705-6516,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-kelapa-kopyor/4-keping,Roma,Malkist Kelapa Kopyor,3 keping (19 g),90_kkal,"3,00g",0,0,0,"1,00g",0,0,"3,00g",80mg,0,0,0
1715569705-6517,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-keju-tabur/3-keping,Roma,Malkist Keju Tabur,2 keping (11 g),50_kkal,"2,50g","1,500g",0,0,"1,00g",0,"0,0g","0,00g",85mg,0mg,0,0
1715569705-6518,https://www.fatsecret.co.id/kalori-gizi/search?q=Ina Cookies,https://www.fatsecret.co.id/kalori-gizi/roma/arden-tender-bite-cookies-yogurt-strawberry/3-keping,Roma,Arden Tender Bite Cookies Yogurt Strawberry,3 keping (30 g),160_kkal,"10,00g","7,000g",0,0,"2,00g",0,0,"7,00g",115mg,0,0,0
1715569705-6519,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/sari-gandum-sandwich-peanut-butter-(3)/3-keping,Roma,Sari Gandum Sandwich Peanut Butter (3),2 keping (29 g),100_kkal,"8,00g","3,500g",0,0,"2,00g",0,"3,0g","5,00g",105mg,0,0,0
1715569705-6520,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/sari-gandum-sandwich-susu-coklat/3-keping,Roma,Sari Gandum Sandwich Susu & Coklat,4 keping (29 g),150_kkal,"8,00g","5,000g",0,0,"2,00g",0,0,"7,00g",85mg,0,0,0
1715569705-6521,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/sari-gandum/3-keping,Roma,Sari Gandum,"2 keping (19,5 g)",90_kkal,"4,00g","2,000g",0,0,"2,00g",0,0,"3,00g",60mg,0,0,0
1715569705-6522,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/biskuit-sari-gandum/3-keping,Roma,Biskuit Sari Gandum,"2 keping (19,5 g)",90_kkal,"4,00g","2,000g",0,0,"2,00g",0,0,"3,00g",20mg,0,0,0
1715569705-6523,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/sandwich-better/1-sandwich,Roma,Sandwich Better,2 sandwich (16 g),80_kkal,"4,50g",0,0,0,"1,00g",0,0,"6,00g",0,0,0,0
1715569705-6524,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/roma/sari-gandum-sandwich/3-sandwich,Roma,Sari Gandum Sandwich,4 sandwiches (39 g),200_kkal,"10,00g",0,0,0,"3,00g",0,0,"9,00g",110mg,0,0,0
1715569705-6525,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-belgian-chocolate/1-bungkus,Roma,Malkist Belgian Chocolate,1 bungkus (18 g),90_kkal,"4,50g","3,000g",0,0,"2,00g",0,0,"4,00g",85mg,0,0,0
1715569705-6526,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/sandwich-coklat-bon-bon/3-sandwich,Roma,Sandwich Coklat Bon Bon,4 sandwiches (27 g),140_kkal,"7,00g","2,500g",0,0,"2,00g",0,0,"6,00g",80mg,0,0,0
1715569705-6527,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/marie-susu-milk-biscuit/4-keping,Roma,Marie Susu Milk Biscuit,4 keping (21 g),90_kkal,"2,50g","2,000g",0,0,"2,00g",0,0,"5,00g",90mg,0,0,0
1715569705-6528,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-krim-keju-manis/2-keping,Roma,Malkist Krim Keju Manis,2 keping (23 g),90_kkal,"4,50g","2,500g","0,000g",0,"2,00g",0,0,"3,00g",115mg,0,0,0
1715569705-6529,https://www.fatsecret.co.id/kalori-gizi/search?q=Roma,https://www.fatsecret.co.id/kalori-gizi/roma/malkist-crackers-(3)/3-crackers,Roma,Malkist Crackers (3),1 cracker (27 g),80_kkal,"4,50g","2,500g",0,0,"2,00g",0,0,"3,00g",150mg,0,0,0
1715569705-6530,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/king-whey/1-scoop,Ronnie Coleman,King Whey,1 scoop (31 g),130_kkal,"1,50g","0,500g","0,000g",0,"25,00g",0,"0,0g","2,00g",60mg,160mg,0,0
1715569705-6531,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/king-mass/2-scoop,Ronnie Coleman,King Mass,2 scoop (125 g),510_kkal,"2,00g","1,000g","0,000g",0,"30,00g",0,"2,0g","11,00g",60mg,532mg,0,0
1715569705-6532,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/king-cake/1-porsi,Ronnie Coleman,King Cake,1 porsi (70 g),312_kkal,"14,00g","6,000g","4,000g",0,"19,00g",0,"4,0g","13,00g",261mg,0,0,0
1715569705-6533,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/king-carb/1-porsi,Ronnie Coleman,King Carb,"1 porsi (33,7 g)",120_kkal,"0,00g",0,0,0,"0,00g",0,0,"28,00g",220mg,63mg,0,0
1715569705-6534,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/kingwhey-chocolate-brownie/1-scoop,Ronnie Coleman,Kingwhey Chocolate Brownie,1 scoop (34 g),130_kkal,"2,00g","1,000g",0,0,"25,00g",0,"1,0g","2,00g",20mg,0,0,0
1715569705-6535,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/king-mass/1-scoop,Ronnie Coleman,King Mass,"1 scoop (62,5 g)",255_kkal,"1,00g","0,500g","0,000g",0,"15,00g",0,"1,0g","5,50g",30mg,266mg,0,0
1715569705-6536,https://www.fatsecret.co.id/kalori-gizi/search?q=Ronnie Coleman,https://www.fatsecret.co.id/kalori-gizi/ronnie-coleman/pro-antium/1-rounded-scoop,Ronnie Coleman,Pro Antium,1 rounded scoop (44 g),190_kkal,"3,50g",0,"1,500g",0,"30,00g",0,"2,0g","5,00g",120mg,398mg,0,0
1715569705-6537,https://www.fatsecret.co.id/kalori-gizi/search?q=Roove,https://www.fatsecret.co.id/kalori-gizi/roove/collagen-drink/1-porsi,Roove,Collagen Drink,1 porsi (15 g),70_kkal,"2,00g","2,000g",0,0,"3,00g",0,"1,0g","6,00g",35mg,0,0,0
1715569705-6538,https://www.fatsecret.co.id/kalori-gizi/search?q=Roove,https://www.fatsecret.co.id/kalori-gizi/roove/minuman-serbuk-rasa-bluberi/1-porsi,Roove,Minuman Serbuk Rasa Bluberi,1 porsi (15 g),70_kkal,"2,00g","2,000g","0,000g",0,"3,00g",0,"1,0g","6,00g",0mg,0mg,0,0
1715569705-6539,https://www.fatsecret.co.id/kalori-gizi/search?q=Kacang Ayam,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-rasa-kaldu-ayam/1-porsi,Rose Brand,Bihun Rasa Kaldu Ayam,1 porsi (55 g),25_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"2,0g","1,00g",105mg,14mg,0,0
1715569705-6540,https://www.fatsecret.co.id/kalori-gizi/search?q=Rose Brand,https://www.fatsecret.co.id/kalori-gizi/rose-brand/tepung-beras/100g,Rose Brand,Tepung Beras,100 g,365_kkal,"1,40g","4,000g",0,0,"6,00g",0,"2,4g","0,10g",0mg,76mg,0,0
1715569705-6541,https://www.fatsecret.co.id/kalori-gizi/search?q=Rose Brand,https://www.fatsecret.co.id/kalori-gizi/rose-brand/minyak-goreng/1-porsi,Rose Brand,Minyak Goreng,1 porsi (11 ml),90_kkal,"10,00g","4,000g",0,0,"0,00g",0,0,0,0mg,0,0,0
1715569705-6542,https://www.fatsecret.co.id/kalori-gizi/search?q=Rose Brand,https://www.fatsecret.co.id/kalori-gizi/rose-brand/tepung-ketan/100g,Rose Brand,Tepung Ketan,100 g,362_kkal,"0,70g",0,0,0,"6,70g",0,0,0,0,0,0,0
1715569705-6543,https://www.fatsecret.co.id/kalori-gizi/search?q=Rose Brand,https://www.fatsecret.co.id/kalori-gizi/rose-brand/tepung-tapioka/100g,Rose Brand,Tepung Tapioka,100 g,360_kkal,"0,00g","1,000g","0,100g",0,"0,00g",0,"0,0g","0,00g",10mg,0,0,0
1715569705-6544,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Bihun,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-goreng/1-porsi,Rose Brand,Bihun Goreng,1 porsi (60 g),80_kkal,"1,50g","0,500g",0,0,"0,00g",0,"3,0g","1,00g",350mg,17mg,0,0
1715569705-6545,0,https://www.fatsecret.co.id/kalori-gizi/rose-brand/santan-kelapa/1-porsi,Rose Brand,Santan Kelapa,1 porsi (15 ml),35 kkal,"3,50g",0,0,"1,00g",0,0,0,0,0,0,0,0
1715569705-6546,0,https://www.fatsecret.co.id/kalori-gizi/rose-brand/sirup-fruktosa/1-porsi,Rose Brand,Sirup Fruktosa,1 porsi (10 g),35 kkal,"0,00g",0,0,0,0,0,0,0,0,0,0,0
1715569705-6547,0,https://www.fatsecret.co.id/kalori-gizi/rose-brand/margarin-krim-serbaguna/1-porsi,Rose Brand,Margarin Krim Serbaguna,1 porsi (10 g),60 kkal,"7,00g",0,0,"0,00g",70mg,0,0,0,0,0,0,0
1715569705-6548,0,https://www.fatsecret.co.id/kalori-gizi/rose-brand/coconut-cream/1-porsi,Rose Brand,Coconut Cream,1 porsi (15 ml),35 kkal,"3,50g",0,0,"1,00g","0,0g",0,0mg,0,0,0,0,"0,00g"
1715569705-6549,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Bihun,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-asam-pedas/1-porsi,Rose Brand,Bihun Asam Pedas,1 porsi (55 g),190_kkal,"0,00g","0,000g",0,0,"1,00g",0,0,0,760mg,0,0,0
1715569705-6550,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Bihun,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-rasa-ayam-bawang/1-porsi,Rose Brand,Bihun Rasa Ayam Bawang,1 bungkus (55 g),190_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"1,0g","0,00g",160mg,0mg,0,0
1715569705-6551,https://www.fatsecret.co.id/kalori-gizi/search?q=Kacang Ayam,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-rasa-soto-ayam/1-porsi,Rose Brand,Bihun Rasa Soto Ayam,1 bungkus (55 g),200_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"1,0g","0,00g",160mg,0,0,0
1715569705-6552,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Bihun,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-rasa-asam-pedas/1-bungkus,Rose Brand,Bihun Rasa Asam Pedas,1 bungkus (55 g),20_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"1,0g","0,00g",760mg,0,0,0
1715569705-6553,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Bihun,https://www.fatsecret.co.id/kalori-gizi/rose-brand/bihun-jagung-(320g)/1-porsi,Rose Brand,Bihun Jagung (320g),1 porsi (320 g),365_kkal,"0,00g",0,0,0,"1,00g",0,"2,0g","0,00g",0,15mg,0,0
1715569705-6554,https://www.fatsecret.co.id/kalori-gizi/search?q=Rositas,https://www.fatsecret.co.id/kalori-gizi/rositas/wrapups-burrito-tortillas/1-serving,Rositas,Wrapups Burrito Tortillas,1 serving (46 g),138_kkal,"3,80g","1,800g","0,100g",0,"4,00g",0,"0,9g","1,80g",439mg,0,0,0
1715569705-6555,https://www.fatsecret.co.id/kalori-gizi/search?q=Roti'o,https://www.fatsecret.co.id/kalori-gizi/rotio/roti-o/100g,Roti'o,Roti O,100 g,430_kkal,"23,00g",0,0,0,"6,00g",0,0,0,0,0,0,0
1715569705-6556,https://www.fatsecret.co.id/kalori-gizi/search?q=Rotiboy,https://www.fatsecret.co.id/kalori-gizi/rotiboy/mexican-bun/1-bun,Rotiboy,Mexican Bun,1 bun (40 g),424_kkal,"23,90g","15,000g",0,0,"7,20g",0,"1,0g","18,00g",316mg,113mg,0,0
1715569705-6557,https://www.fatsecret.co.id/kalori-gizi/search?q=Ripik Hijau,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-nasi-goreng-cabe-hijau/1-porsi,Royco,Bumbu Nasi Goreng Cabe Hijau,"1 porsi (4,25 g)",10_kkal,"0,00g","0,000g",0,0,"0,00g",0,"0,0g","1,00g",390mg,0,0,0
1715569705-6558,https://www.fatsecret.co.id/kalori-gizi/search?q=Ayam Brand,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-siap-pakai-ayam-saus-telur-asin/1-porsi,Royco,Bumbu Siap Pakai Ayam Saus Telur Asin,"1 porsi (5,5 g)",30_kkal,"1,50g","0,500g",0,0,"1,00g",0,0,0,50mg,0,0,0
1715569705-6559,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/royco-ayam/1-takaran,Royco,Royco Ayam,1 takaran (2 g),0_kkal,"0,00g",0,"0,000g",0,"0,00g",0,"0,0g","0,00g",560mg,0mg,0,0
1715569705-6560,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/royco-kaldu-rasa-sapi/1-porsi,Royco,Royco Kaldu Rasa Sapi,1 porsi (230 g),0_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"0,00g",510mg,0,0,0
1715569705-6561,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/saus-tiram/1-serving,Royco,Saus Tiram,1 serving (5 g),10_kkal,"0,00g","0,000g",0,0,"0,00g",0,"0,0g","1,00g",220mg,0,0,0
1715569705-6562,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/sup-krim-jagung/1-gelas,Royco,Sup Krim Jagung,1 gelas (16 g),70_kkal,"2,00g","1,000g",0,0,"1,00g",0,0,"4,00g",380mg,0,0,0
1715569705-6563,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/salted-egg/1-porsi,Royco,Salted Egg,"1 porsi (5,5 g)",30_kkal,"1,50g","0,500g",0,0,"1,00g",0,"0,0g","0,00g",50mg,0,0,0
1715569705-6564,https://www.fatsecret.co.id/kalori-gizi/search?q=Kacang Ayam,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-saus-telur-asin/1-porsi,Royco,Ayam Saus Telur Asin,"1 porsi (5,5 g)",30_kkal,"1,50g","0,500g",0,0,"1,00g",0,"0,0g","0,00g",50mg,0,0,0
1715569705-6565,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-bumbu-rujak/6-porsi,Royco,Ayam Bumbu Rujak,"6 porsi (3,7 g)",10_kkal,"0,00g","0,000g",0,0,"0,00g",0,"0,0g","2,00g",340mg,0,0,0
1715569705-6566,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/kaldu-rasa-jamur/1-takaran-saji,Royco,Kaldu Rasa Jamur,"1 takaran saji (1,5 g)",0_kkal,"0,00g","0,000g",0,0,"0,00g",0,"0,0g","0,00g",360mg,0,0,0
1715569705-6567,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-nasi-goreng-soto/1-porsi,Royco,Bumbu Nasi Goreng Soto,"1 porsi (4,25 g)",10_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","1,00g",420mg,0,0,0
1715569705-6568,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-nasi-goreng-pedas/1-porsi,Royco,Bumbu Nasi Goreng Pedas,"1 porsi (4,25 g)",10_kkal,"0,00g",0,0,0,"0,00g",0,"0,0g","1,00g",0,0,0,0
1715569705-6569,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/bumbu-nasi-goreng-rendang/1-sajian,Royco,Bumbu Nasi Goreng Rendang,"1 sajian (4,25 g)",15_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"1,00g",340mg,0,0,0
1715569705-6570,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/sup-krim-kepiting-jagung/1-3-bungkus,Royco,Sup Krim Kepiting & Jagung,1/3 bungkus (15 g),50_kkal,"0,50g",0,0,0,"1,00g",0,0,"2,00g",630mg,0,0,0
1715569705-6571,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-belacan/1-porsi,Royco,Ayam Belacan,1 porsi (5 g),15_kkal,"0,00g","0,000g","0,000g",0,"1,00g",0,0,"1,00g",400mg,0,0,0
